epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
393,3397.66,0.63521,0.30147,0.83038,0.99821,1,0.995,0.9015,0.53126,0.25253,0.81647,0.000473904,0.000473904,0.000473904
394,3406.79,0.62481,0.30719,0.83671,0.99765,1,0.995,0.90748,0.51877,0.25241,0.81502,0.000473613,0.000473613,0.000473613
395,3416.98,0.63084,0.30454,0.83846,0.99733,1,0.995,0.89863,0.52163,0.24956,0.81527,0.000473322,0.000473322,0.000473322
396,3425.47,0.6547,0.31252,0.83595,0.99827,1,0.995,0.90301,0.51508,0.24711,0.81589,0.000473031,0.000473031,0.000473031
397,3432.25,0.62445,0.30631,0.82779,0.99781,1,0.995,0.90437,0.52042,0.24763,0.81595,0.00047274,0.00047274,0.00047274
398,3441.3,0.62726,0.30105,0.83617,0.99801,1,0.995,0.90946,0.50487,0.24399,0.81253,0.000472449,0.000472449,0.000472449
399,3448.59,0.69446,0.31943,0.83294,0.99781,1,0.995,0.90789,0.50271,0.24291,0.81222,0.000472158,0.000472158,0.000472158
400,3457.7,0.61862,0.29778,0.83144,0.99199,0.99775,0.99186,0.90366,0.51126,0.25239,0.81358,0.000471867,0.000471867,0.000471867
401,3466.57,0.64736,0.30785,0.83103,0.99825,1,0.995,0.90744,0.50985,0.24731,0.81345,0.000471576,0.000471576,0.000471576
402,3474.58,0.63621,0.3089,0.82587,0.99802,1,0.995,0.90728,0.51198,0.25267,0.8133,0.000471285,0.000471285,0.000471285
403,3483.53,0.59546,0.2948,0.84026,0.99765,0.99984,0.995,0.91113,0.49794,0.24335,0.81128,0.000470994,0.000470994,0.000470994
404,3494.32,0.59001,0.2901,0.84283,0.99775,0.99991,0.995,0.90747,0.51476,0.24823,0.81428,0.000470703,0.000470703,0.000470703
405,3503.97,0.61706,0.29926,0.83336,0.99808,1,0.995,0.90647,0.50801,0.24844,0.8132,0.000470412,0.000470412,0.000470412
406,3511.19,0.66693,0.31862,0.81985,0.9971,1,0.995,0.90582,0.51028,0.25095,0.81297,0.000470121,0.000470121,0.000470121
407,3520.16,0.61559,0.2919,0.8383,0.99802,1,0.995,0.90718,0.49928,0.24208,0.8112,0.00046983,0.00046983,0.00046983
408,3528.33,0.6286,0.30104,0.84311,0.99677,1,0.995,0.90894,0.49929,0.24474,0.81057,0.000469539,0.000469539,0.000469539
409,3536.26,0.62358,0.30096,0.82402,0.99736,1,0.995,0.90309,0.52262,0.25249,0.81446,0.000469248,0.000469248,0.000469248
410,3543.73,0.60386,0.29392,0.82775,0.99802,1,0.995,0.9005,0.5184,0.24893,0.81435,0.000468956,0.000468956,0.000468956
411,3552,0.64584,0.30112,0.83771,0.99754,1,0.995,0.90387,0.51635,0.24637,0.81424,0.000468665,0.000468665,0.000468665
412,3560.57,0.62241,0.30113,0.83139,0.99754,1,0.995,0.90591,0.50785,0.24635,0.81223,0.000468374,0.000468374,0.000468374
413,3568.71,0.65608,0.31823,0.82283,0.99775,1,0.995,0.9081,0.50736,0.24703,0.81343,0.000468083,0.000468083,0.000468083
414,3576.49,0.62151,0.30082,0.82611,0.99851,1,0.995,0.90422,0.51838,0.25133,0.81322,0.000467792,0.000467792,0.000467792
415,3584.9,0.66027,0.31114,0.83144,0.99841,1,0.995,0.90673,0.51288,0.24879,0.81346,0.000467501,0.000467501,0.000467501
416,3594.56,0.62963,0.30359,0.83794,0.99819,1,0.995,0.90755,0.5145,0.24859,0.81368,0.00046721,0.00046721,0.00046721
417,3603.58,0.61748,0.29306,0.8401,0.99871,1,0.995,0.91052,0.4959,0.24418,0.81053,0.000466919,0.000466919,0.000466919
418,3610.97,0.67813,0.3178,0.82248,0.99857,1,0.995,0.91256,0.49368,0.24506,0.80987,0.000466628,0.000466628,0.000466628
419,3620.93,0.59191,0.28967,0.82705,0.99766,1,0.995,0.91169,0.49263,0.24548,0.80867,0.000466337,0.000466337,0.000466337
420,3629.77,0.61197,0.29251,0.83023,0.99804,1,0.995,0.91089,0.49984,0.24484,0.81149,0.000466046,0.000466046,0.000466046
421,3638.29,0.60915,0.29436,0.83649,0.99817,1,0.995,0.91254,0.48944,0.24018,0.809,0.000465755,0.000465755,0.000465755
422,3646.93,0.58713,0.28359,0.82542,0.99767,1,0.995,0.91346,0.48862,0.23847,0.81026,0.000465464,0.000465464,0.000465464
423,3655.22,0.62446,0.29691,0.81974,0.99744,1,0.995,0.9074,0.50108,0.24383,0.81097,0.000465173,0.000465173,0.000465173
424,3663.9,0.61939,0.29951,0.83865,0.99574,1,0.995,0.90704,0.50138,0.24233,0.81005,0.000464882,0.000464882,0.000464882
425,3670.61,0.6292,0.30468,0.81915,0.99692,1,0.995,0.90425,0.5191,0.24916,0.81423,0.000464591,0.000464591,0.000464591
426,3678.27,0.62054,0.29645,0.82691,0.99748,1,0.995,0.90291,0.54127,0.25048,0.81582,0.0004643,0.0004643,0.0004643
427,3687.89,0.61544,0.29243,0.84117,0.99815,1,0.995,0.90459,0.51327,0.24756,0.81331,0.000464008,0.000464008,0.000464008
428,3697.27,0.63244,0.29802,0.83987,0.99852,1,0.995,0.90703,0.49656,0.24292,0.81084,0.000463717,0.000463717,0.000463717
429,3706.31,0.57726,0.27748,0.79579,0.99799,1,0.995,0.91229,0.49498,0.23831,0.81083,0.000463426,0.000463426,0.000463426
430,3714.04,0.59999,0.28472,0.82276,0.9981,1,0.995,0.91714,0.48666,0.2356,0.80844,0.000463135,0.000463135,0.000463135
431,3723.14,0.59994,0.29412,0.82733,0.99845,1,0.995,0.91694,0.48221,0.23944,0.80832,0.000462844,0.000462844,0.000462844
432,3732.52,0.60616,0.28443,0.83552,0.99771,1,0.995,0.91769,0.48255,0.2359,0.80731,0.000462553,0.000462553,0.000462553
433,3743.1,0.59503,0.28707,0.83844,0.99707,1,0.995,0.90796,0.50321,0.24314,0.80919,0.000462262,0.000462262,0.000462262
434,3753.5,0.61513,0.29575,0.85402,0.99849,1,0.995,0.9074,0.50285,0.24051,0.80919,0.000461971,0.000461971,0.000461971
435,3763.29,0.59504,0.28932,0.83637,0.997,1,0.995,0.91103,0.49614,0.24113,0.80811,0.00046168,0.00046168,0.00046168
436,3771.64,0.6181,0.30914,0.82901,0.99821,1,0.995,0.9117,0.49195,0.24057,0.80761,0.000461389,0.000461389,0.000461389
437,3781.25,0.59899,0.29306,0.83243,0.99871,1,0.995,0.90889,0.50205,0.24467,0.81005,0.000461098,0.000461098,0.000461098
438,3789.16,0.63645,0.30914,0.82225,0.99844,1,0.995,0.90803,0.50928,0.24315,0.81257,0.000460807,0.000460807,0.000460807
439,3798.27,0.59569,0.2838,0.83947,0.9976,0.99974,0.995,0.91404,0.48789,0.24033,0.80932,0.000460516,0.000460516,0.000460516
440,3806.04,0.64127,0.30542,0.83948,0.99787,1,0.995,0.91612,0.48675,0.23846,0.80767,0.000460225,0.000460225,0.000460225
441,3814.01,0.60066,0.29084,0.82485,0.99797,1,0.995,0.91682,0.48507,0.24279,0.80896,0.000459934,0.000459934,0.000459934
442,3823.04,0.61883,0.29658,0.83599,0.99779,1,0.995,0.91217,0.47859,0.23654,0.80769,0.000459643,0.000459643,0.000459643
443,3832.74,0.60811,0.28937,0.82848,0.99721,1,0.99496,0.91517,0.48401,0.23573,0.80653,0.000459351,0.000459351,0.000459351
444,3842.16,0.58791,0.28557,0.82627,0.9974,1,0.995,0.91418,0.48838,0.23844,0.8069,0.00045906,0.00045906,0.00045906
445,3850.87,0.59058,0.28439,0.83343,0.99756,1,0.995,0.91598,0.48164,0.23637,0.80707,0.000458769,0.000458769,0.000458769
446,3860.95,0.60477,0.28247,0.84124,0.9982,1,0.995,0.91483,0.48067,0.23683,0.8064,0.000458478,0.000458478,0.000458478
447,3869.6,0.63641,0.29637,0.83087,0.99761,1,0.995,0.91568,0.47773,0.23398,0.80657,0.000458187,0.000458187,0.000458187
448,3879.25,0.6054,0.28737,0.83894,0.99837,1,0.995,0.91712,0.47265,0.2316,0.80513,0.000457896,0.000457896,0.000457896
449,3887.84,0.59939,0.29269,0.83281,0.99869,1,0.995,0.91497,0.48044,0.23275,0.80661,0.000457605,0.000457605,0.000457605
450,3898.92,0.58877,0.2812,0.83359,0.99748,1,0.995,0.90659,0.51659,0.24176,0.81177,0.000457314,0.000457314,0.000457314
451,3906.98,0.58507,0.28511,0.82591,0.99803,1,0.995,0.91425,0.48819,0.23716,0.8081,0.000457023,0.000457023,0.000457023
452,3915.32,0.62208,0.2931,0.83964,0.99791,1,0.995,0.91958,0.46731,0.23026,0.80559,0.000456732,0.000456732,0.000456732
453,3924.8,0.6019,0.28739,0.81884,0.9972,1,0.995,0.92005,0.46662,0.23487,0.80623,0.000456441,0.000456441,0.000456441
454,3935.5,0.59925,0.28285,0.8375,0.99847,1,0.995,0.91962,0.46729,0.23243,0.80522,0.00045615,0.00045615,0.00045615
455,3943.38,0.60533,0.29508,0.83324,0.99852,1,0.995,0.91527,0.48354,0.23712,0.80847,0.000455859,0.000455859,0.000455859
456,3952.39,0.61158,0.29266,0.82513,0.99819,1,0.995,0.92094,0.45959,0.22866,0.80467,0.000455568,0.000455568,0.000455568
457,3962.64,0.58967,0.28892,0.82522,0.99865,1,0.995,0.92218,0.46297,0.2294,0.80464,0.000455277,0.000455277,0.000455277
458,3972.42,0.60796,0.29482,0.82349,0.99804,0.99991,0.995,0.9095,0.5018,0.23958,0.81049,0.000454986,0.000454986,0.000454986
459,3980.04,0.62014,0.29755,0.82573,0.99774,1,0.995,0.91039,0.49726,0.24002,0.80768,0.000454695,0.000454695,0.000454695
460,3987.61,0.58637,0.28465,0.81824,0.99858,1,0.995,0.91619,0.47997,0.23123,0.80637,0.000454403,0.000454403,0.000454403
461,3997.6,0.58249,0.28426,0.8342,0.99787,1,0.995,0.91716,0.47635,0.23255,0.80649,0.000454112,0.000454112,0.000454112
462,4006.97,0.56905,0.27706,0.83139,0.99758,1,0.995,0.92342,0.46529,0.22796,0.8048,0.000453821,0.000453821,0.000453821
463,4017.25,0.59577,0.286,0.82876,0.99763,1,0.995,0.92097,0.46551,0.23236,0.80429,0.00045353,0.00045353,0.00045353
464,4027.07,0.55467,0.27324,0.834,0.99796,1,0.995,0.92379,0.45428,0.22998,0.80332,0.000453239,0.000453239,0.000453239
465,4035.82,0.5897,0.28844,0.83291,0.99776,1,0.995,0.92412,0.45485,0.23011,0.80312,0.000452948,0.000452948,0.000452948
466,4045.06,0.5653,0.27731,0.82055,0.99775,1,0.995,0.92404,0.45339,0.22651,0.80183,0.000452657,0.000452657,0.000452657
467,4052.84,0.56549,0.30166,0.81652,0.99833,1,0.995,0.92243,0.45633,0.22918,0.80215,0.000452366,0.000452366,0.000452366
468,4062.99,0.57444,0.27288,0.82509,0.99848,0.99991,0.995,0.92593,0.44569,0.22238,0.80183,0.000452075,0.000452075,0.000452075
469,4072.05,0.57874,0.28612,0.82519,0.99824,1,0.995,0.9228,0.45045,0.22598,0.80224,0.000451784,0.000451784,0.000451784
470,4079.68,0.62375,0.29639,0.81514,0.99751,1,0.995,0.91998,0.46023,0.22872,0.80429,0.000451493,0.000451493,0.000451493
471,4087.35,0.59653,0.28643,0.82412,0.99807,1,0.995,0.91206,0.48291,0.23531,0.80774,0.000451202,0.000451202,0.000451202
472,4094.74,0.60378,0.28841,0.83782,0.9978,1,0.995,0.91552,0.47506,0.23229,0.80652,0.000450911,0.000450911,0.000450911
473,4104.04,0.58681,0.28494,0.8259,0.99739,1,0.995,0.92162,0.45702,0.22979,0.80354,0.00045062,0.00045062,0.00045062
474,4110.47,0.5766,0.2819,0.82022,0.99816,1,0.995,0.91847,0.46266,0.2303,0.8053,0.000450329,0.000450329,0.000450329
475,4119.78,0.58833,0.28419,0.82444,0.99787,1,0.995,0.92209,0.46115,0.22811,0.80502,0.000450038,0.000450038,0.000450038
476,4128.93,0.57669,0.28137,0.82767,0.99803,1,0.995,0.92609,0.45475,0.22644,0.80337,0.000449746,0.000449746,0.000449746
477,4137.45,0.60748,0.29154,0.82191,0.99795,1,0.995,0.92772,0.45601,0.22593,0.80342,0.000449455,0.000449455,0.000449455
478,4147.06,0.59303,0.28448,0.8325,0.99702,1,0.995,0.92221,0.46297,0.22903,0.80361,0.000449164,0.000449164,0.000449164
479,4156.9,0.56092,0.27317,0.8284,0.99797,1,0.995,0.9262,0.454,0.22449,0.8025,0.000448873,0.000448873,0.000448873
480,4166.54,0.57791,0.27952,0.83497,0.99665,1,0.995,0.92179,0.45811,0.22871,0.80165,0.000448582,0.000448582,0.000448582
481,4174.8,0.674,0.32207,0.83929,0.99824,1,0.995,0.92894,0.43914,0.22114,0.79978,0.000448291,0.000448291,0.000448291
482,4182.53,0.59575,0.28648,0.82465,0.99806,1,0.995,0.92732,0.45124,0.22709,0.80184,0.000448,0.000448,0.000448
483,4191.59,0.56594,0.28187,0.83409,0.99645,1,0.995,0.92963,0.43903,0.22477,0.80019,0.000447709,0.000447709,0.000447709
484,4200.63,0.58713,0.28293,0.81908,0.99744,1,0.995,0.92576,0.44989,0.22542,0.80173,0.000447418,0.000447418,0.000447418
485,4208.65,0.70754,0.31958,0.85953,0.99773,1,0.995,0.91439,0.47101,0.23139,0.80441,0.000447127,0.000447127,0.000447127
486,4216.16,0.59403,0.28747,0.82185,0.99666,1,0.995,0.92296,0.45722,0.2303,0.80321,0.000446836,0.000446836,0.000446836
487,4223.16,0.59874,0.29029,0.8221,0.998,1,0.995,0.924,0.45329,0.22816,0.80215,0.000446545,0.000446545,0.000446545
488,4231.76,0.57133,0.28164,0.82473,0.99766,1,0.995,0.92356,0.45333,0.22959,0.80262,0.000446254,0.000446254,0.000446254
489,4240.05,0.57107,0.28292,0.82163,0.99688,1,0.995,0.92686,0.43481,0.22329,0.80063,0.000445963,0.000445963,0.000445963
490,4248.16,0.59381,0.28843,0.82439,0.99642,1,0.995,0.92331,0.44917,0.22676,0.80203,0.000445672,0.000445672,0.000445672
491,4256.81,0.56672,0.27675,0.81847,0.99655,0.99966,0.995,0.91857,0.46509,0.23028,0.80304,0.000445381,0.000445381,0.000445381
492,4265.14,0.56239,0.28076,0.81614,0.99725,1,0.995,0.9231,0.45898,0.22737,0.8017,0.00044509,0.00044509,0.00044509
493,4274.81,0.56724,0.27817,0.82235,0.99751,1,0.995,0.92879,0.44559,0.22311,0.80046,0.000444798,0.000444798,0.000444798
494,4282.71,0.5787,0.27683,0.82152,0.99781,1,0.995,0.93111,0.43981,0.22018,0.80069,0.000444507,0.000444507,0.000444507
495,4292.76,0.55648,0.27905,0.82175,0.99742,1,0.995,0.92817,0.44278,0.22291,0.80088,0.000444216,0.000444216,0.000444216
496,4300.59,0.57984,0.27987,0.82571,0.99734,1,0.995,0.93041,0.43865,0.22232,0.79932,0.000443925,0.000443925,0.000443925
497,4308.29,0.56909,0.27748,0.82717,0.99719,1,0.995,0.93046,0.4456,0.22438,0.79988,0.000443634,0.000443634,0.000443634
498,4315.09,0.60827,0.29268,0.81173,0.99745,0.99995,0.995,0.92963,0.44414,0.22446,0.80025,0.000443343,0.000443343,0.000443343
499,4325.21,0.55367,0.281,0.83373,0.99834,1,0.995,0.92794,0.44585,0.22563,0.79994,0.000443052,0.000443052,0.000443052
500,4332.63,0.58307,0.28701,0.81657,0.9978,0.99994,0.995,0.93063,0.43816,0.22372,0.79976,0.000442761,0.000442761,0.000442761
501,4341.37,0.592,0.2856,0.82835,0.99808,0.9999,0.995,0.92946,0.44436,0.22504,0.80098,0.00044247,0.00044247,0.00044247
502,4349.82,0.56293,0.27556,0.83025,0.99801,1,0.995,0.93183,0.43608,0.21855,0.799,0.000442179,0.000442179,0.000442179
503,4358.23,0.55496,0.28,0.80632,0.99746,1,0.995,0.93191,0.4332,0.21751,0.79907,0.000441888,0.000441888,0.000441888
504,4367.42,0.56785,0.27172,0.82682,0.99693,1,0.995,0.92983,0.43546,0.22245,0.79964,0.000441597,0.000441597,0.000441597
505,4375.58,0.57659,0.286,0.81953,0.99705,1,0.995,0.92977,0.42526,0.22053,0.79883,0.000441306,0.000441306,0.000441306
506,4383.73,0.55049,0.27138,0.8173,0.9974,1,0.995,0.92879,0.43535,0.2221,0.79846,0.000441015,0.000441015,0.000441015
507,4392.92,0.55653,0.28011,0.83195,0.99781,1,0.995,0.93168,0.43309,0.21981,0.79797,0.000440724,0.000440724,0.000440724
508,4400.54,0.57214,0.28974,0.82692,0.99812,1,0.995,0.93101,0.43037,0.22327,0.79781,0.000440433,0.000440433,0.000440433
509,4408.64,0.5695,0.27993,0.82649,0.99806,1,0.995,0.93048,0.43113,0.22169,0.79835,0.000440142,0.000440142,0.000440142
510,4416.14,0.60181,0.28778,0.8412,0.99796,1,0.995,0.92637,0.44172,0.2226,0.80038,0.00043985,0.00043985,0.00043985
511,4424.37,0.5889,0.28746,0.81698,0.99737,1,0.995,0.92992,0.43096,0.22102,0.79889,0.000439559,0.000439559,0.000439559
512,4433.08,0.5637,0.28132,0.82968,0.99751,1,0.995,0.93033,0.4285,0.219,0.79781,0.000439268,0.000439268,0.000439268
513,4443.67,0.58364,0.28904,0.84689,0.99726,1,0.995,0.92276,0.44421,0.2239,0.80091,0.000438977,0.000438977,0.000438977
514,4451.83,0.57406,0.28021,0.82172,0.99757,0.99963,0.995,0.92746,0.4355,0.22032,0.79919,0.000438686,0.000438686,0.000438686
515,4459.09,0.566,0.28374,0.81116,0.99816,1,0.995,0.9335,0.42688,0.22139,0.79848,0.000438395,0.000438395,0.000438395
516,4467.48,0.5627,0.28197,0.80919,0.99749,0.99985,0.995,0.93142,0.43157,0.21799,0.79905,0.000438104,0.000438104,0.000438104
517,4476.61,0.5632,0.27685,0.83098,0.99737,1,0.995,0.92517,0.44604,0.22469,0.8007,0.000437813,0.000437813,0.000437813
518,4485.15,0.56125,0.27471,0.81992,0.99772,0.99996,0.995,0.92652,0.43719,0.22182,0.79942,0.000437522,0.000437522,0.000437522
519,4492.09,0.55997,0.28335,0.8204,0.99818,1,0.995,0.93364,0.42628,0.21649,0.79809,0.000437231,0.000437231,0.000437231
520,4502.04,0.5711,0.27856,0.82794,0.99794,1,0.995,0.93162,0.43195,0.21748,0.7994,0.00043694,0.00043694,0.00043694
521,4510.11,0.55934,0.27694,0.81643,0.99803,1,0.995,0.93203,0.42876,0.21627,0.79903,0.000436649,0.000436649,0.000436649
522,4517.72,0.54822,0.27116,0.82034,0.99811,1,0.995,0.92692,0.44317,0.22101,0.79988,0.000436358,0.000436358,0.000436358
523,4526.84,0.53976,0.27744,0.83292,0.9982,1,0.995,0.92699,0.44115,0.21908,0.79925,0.000436067,0.000436067,0.000436067
524,4534.61,0.5721,0.27619,0.81564,0.99824,1,0.995,0.92922,0.43427,0.21656,0.79972,0.000435776,0.000435776,0.000435776
525,4542.95,0.56976,0.27617,0.81861,0.99848,1,0.995,0.92687,0.44472,0.22013,0.80159,0.000435485,0.000435485,0.000435485
526,4551.46,0.56494,0.27307,0.82621,0.99724,1,0.995,0.92887,0.43343,0.2208,0.79892,0.000435194,0.000435194,0.000435194
527,4561.09,0.55912,0.27815,0.82695,0.99825,1,0.995,0.93049,0.43884,0.22302,0.79938,0.000434902,0.000434902,0.000434902
528,4569.45,0.57704,0.2816,0.82105,0.99808,1,0.995,0.93349,0.4355,0.21994,0.80002,0.000434611,0.000434611,0.000434611
529,4578.38,0.54346,0.27411,0.83212,0.99786,1,0.995,0.93114,0.42554,0.21798,0.79851,0.00043432,0.00043432,0.00043432
530,4586.8,0.54275,0.27407,0.81409,0.99753,1,0.995,0.93163,0.42995,0.21762,0.79866,0.000434029,0.000434029,0.000434029
531,4594.91,0.57023,0.28071,0.80947,0.99758,1,0.995,0.93202,0.41687,0.21504,0.79669,0.000433738,0.000433738,0.000433738
532,4605.79,0.5544,0.27147,0.83566,0.99726,1,0.995,0.93468,0.41096,0.21209,0.79521,0.000433447,0.000433447,0.000433447
533,4615.04,0.58726,0.28139,0.81884,0.99803,1,0.995,0.93128,0.42157,0.21571,0.79658,0.000433156,0.000433156,0.000433156
534,4623.31,0.55083,0.27029,0.77346,0.99751,1,0.995,0.93656,0.41689,0.21501,0.79613,0.000432865,0.000432865,0.000432865
535,4631.92,0.56414,0.27438,0.82061,0.99726,1,0.995,0.93768,0.4157,0.21717,0.79663,0.000432574,0.000432574,0.000432574
536,4640.52,0.57511,0.28335,0.81957,0.99723,1,0.995,0.93362,0.42201,0.21995,0.79763,0.000432283,0.000432283,0.000432283
537,4648.85,0.51574,0.26333,0.81435,0.9975,1,0.995,0.93863,0.41182,0.21461,0.79561,0.000431992,0.000431992,0.000431992
538,4657.98,0.52189,0.26686,0.8153,0.99684,1,0.995,0.93672,0.40969,0.21577,0.79536,0.000431701,0.000431701,0.000431701
539,4666.73,0.55056,0.27455,0.81516,0.99764,0.99957,0.99496,0.93561,0.41414,0.21309,0.7956,0.00043141,0.00043141,0.00043141
540,4675.12,0.53449,0.27036,0.81959,0.99792,1,0.995,0.9399,0.4109,0.21314,0.79474,0.000431119,0.000431119,0.000431119
541,4684.23,0.53524,0.26892,0.81229,0.99834,1,0.995,0.93413,0.41518,0.21535,0.79578,0.000430828,0.000430828,0.000430828
542,4691.11,0.57192,0.27855,0.81164,0.99826,1,0.995,0.93105,0.41953,0.21293,0.79633,0.000430537,0.000430537,0.000430537
543,4698.43,0.56443,0.28152,0.8265,0.99787,1,0.995,0.93043,0.42371,0.21661,0.7975,0.000430245,0.000430245,0.000430245
544,4708,0.55631,0.27037,0.81993,0.99777,1,0.995,0.93724,0.4154,0.21959,0.7967,0.000429954,0.000429954,0.000429954
545,4715.91,0.58188,0.28392,0.82403,0.99815,1,0.995,0.93347,0.42294,0.21905,0.79799,0.000429663,0.000429663,0.000429663
546,4725.87,0.53469,0.26922,0.82394,0.99822,1,0.995,0.93378,0.41504,0.21473,0.7973,0.000429372,0.000429372,0.000429372
547,4734.23,0.56486,0.28105,0.81619,0.99814,1,0.995,0.93516,0.42089,0.21635,0.79737,0.000429081,0.000429081,0.000429081
548,4741.66,0.55588,0.27573,0.80881,0.99787,0.99975,0.995,0.93717,0.41433,0.21603,0.79596,0.00042879,0.00042879,0.00042879
549,4750.88,0.54257,0.272,0.83006,0.99776,0.99999,0.995,0.93459,0.41504,0.21499,0.79579,0.000428499,0.000428499,0.000428499
550,4759.23,0.53956,0.26779,0.81812,0.99792,1,0.995,0.93363,0.42182,0.2165,0.7964,0.000428208,0.000428208,0.000428208
551,4768.72,0.53831,0.27331,0.81784,0.99783,1,0.995,0.93524,0.41389,0.21578,0.79482,0.000427917,0.000427917,0.000427917
552,4778.12,0.54391,0.26735,0.82345,0.99746,0.9999,0.995,0.92896,0.42198,0.21791,0.79637,0.000427626,0.000427626,0.000427626
553,4787.83,0.5574,0.27287,0.81703,0.99841,1,0.995,0.93287,0.41806,0.21433,0.79602,0.000427335,0.000427335,0.000427335
554,4797.16,0.55381,0.27338,0.81914,0.99794,1,0.995,0.93667,0.41142,0.2124,0.79577,0.000427044,0.000427044,0.000427044
555,4806.21,0.53644,0.26585,0.82158,0.9971,1,0.9948,0.93531,0.41098,0.21385,0.79537,0.000426753,0.000426753,0.000426753
556,4815.6,0.5391,0.26875,0.81826,0.99754,1,0.99495,0.93485,0.41649,0.21238,0.79654,0.000426462,0.000426462,0.000426462
557,4824.62,0.54036,0.26588,0.82376,0.99739,1,0.995,0.9372,0.41344,0.21173,0.79621,0.000426171,0.000426171,0.000426171
558,4832.66,0.54282,0.27016,0.8137,0.99787,1,0.99499,0.93694,0.41283,0.21227,0.79668,0.00042588,0.00042588,0.00042588
559,4840.26,0.55574,0.30101,0.82272,0.99726,1,0.99495,0.93651,0.40505,0.21114,0.7952,0.000425589,0.000425589,0.000425589
560,4848.36,0.54597,0.2672,0.81142,0.9972,1,0.995,0.9419,0.39778,0.20888,0.79363,0.000425297,0.000425297,0.000425297
561,4858.15,0.52936,0.26484,0.80467,0.99719,1,0.995,0.94144,0.39469,0.2077,0.79325,0.000425006,0.000425006,0.000425006
562,4866.66,0.54661,0.26193,0.81042,0.9981,1,0.9948,0.94409,0.3899,0.20625,0.79225,0.000424715,0.000424715,0.000424715
563,4876.11,0.52,0.26001,0.81047,0.9978,1,0.9948,0.94055,0.39646,0.20799,0.79286,0.000424424,0.000424424,0.000424424
564,4884.53,0.56147,0.27566,0.81105,0.9975,1,0.99487,0.9449,0.38964,0.20497,0.79142,0.000424133,0.000424133,0.000424133
565,4893.43,0.53883,0.26112,0.81464,0.99785,1,0.99479,0.94328,0.3956,0.20452,0.79222,0.000423842,0.000423842,0.000423842
566,4901.93,0.49552,0.24487,0.77568,0.99816,1,0.99473,0.94277,0.39356,0.2051,0.79199,0.000423551,0.000423551,0.000423551
567,4910.65,0.5229,0.25906,0.8154,0.9982,1,0.99473,0.94498,0.39389,0.20677,0.79244,0.00042326,0.00042326,0.00042326
568,4919.16,0.55238,0.26946,0.8085,0.9976,1,0.9947,0.94315,0.39688,0.20561,0.79314,0.000422969,0.000422969,0.000422969
569,4928.5,0.51289,0.25404,0.80737,0.99744,1,0.99497,0.94151,0.39768,0.20464,0.79315,0.000422678,0.000422678,0.000422678
570,4937.57,0.52566,0.26044,0.82054,0.99797,1,0.995,0.9421,0.39479,0.2051,0.79248,0.000422387,0.000422387,0.000422387
571,4947.11,0.5064,0.25096,0.81646,0.99863,1,0.995,0.94153,0.39183,0.20468,0.79233,0.000422096,0.000422096,0.000422096
572,4956.19,0.52951,0.26342,0.81878,0.99868,0.9999,0.995,0.94297,0.39275,0.20647,0.79265,0.000421805,0.000421805,0.000421805
573,4964.35,0.519,0.26195,0.81466,0.99856,1,0.995,0.94437,0.38548,0.20542,0.79206,0.000421514,0.000421514,0.000421514
574,4973,0.56953,0.27821,0.82326,0.99873,1,0.995,0.9458,0.38437,0.20442,0.79129,0.000421223,0.000421223,0.000421223
575,4982.43,0.5432,0.26889,0.82476,0.99855,1,0.995,0.9453,0.38892,0.2063,0.79188,0.000420932,0.000420932,0.000420932
576,4989.52,0.59674,0.28672,0.80377,0.99882,1,0.995,0.94039,0.40067,0.20795,0.79371,0.00042064,0.00042064,0.00042064
577,4999.26,0.53148,0.269,0.81415,0.99882,1,0.995,0.94408,0.38797,0.20576,0.7931,0.000420349,0.000420349,0.000420349
578,5006.96,0.5298,0.26957,0.81208,0.99832,1,0.995,0.9455,0.38515,0.20487,0.79284,0.000420058,0.000420058,0.000420058
579,5015.43,0.51388,0.25298,0.82105,0.99818,1,0.995,0.93899,0.39389,0.20599,0.79313,0.000419767,0.000419767,0.000419767
580,5025.56,0.59862,0.43899,0.87691,0.998,0.99918,0.995,0.94212,0.39191,0.20768,0.79213,0.000419476,0.000419476,0.000419476
581,5033.55,0.53793,0.26588,0.81123,0.99802,1,0.995,0.93787,0.40263,0.21167,0.79325,0.000419185,0.000419185,0.000419185
582,5041.56,0.5441,0.26621,0.81732,0.99854,1,0.995,0.93166,0.41846,0.21096,0.79512,0.000418894,0.000418894,0.000418894
583,5050.71,0.52022,0.25899,0.80832,0.99828,1,0.995,0.93947,0.39942,0.2067,0.79287,0.000418603,0.000418603,0.000418603
584,5059.63,0.49822,0.24679,0.80972,0.99837,1,0.995,0.94085,0.39748,0.20707,0.79218,0.000418312,0.000418312,0.000418312
585,5068.27,0.51347,0.259,0.81157,0.99845,1,0.995,0.94053,0.4013,0.20645,0.79277,0.000418021,0.000418021,0.000418021
586,5077.93,0.52553,0.25606,0.82684,0.9987,0.99989,0.995,0.94363,0.38822,0.20525,0.79207,0.00041773,0.00041773,0.00041773
