epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1074,9367.09,0.38252,0.21038,0.78774,0.99897,0.99969,0.995,0.98575,0.23757,0.14194,0.77138,0.000275693,0.000275693,0.000275693
1075,9375.41,0.38821,0.20958,0.79192,0.99884,0.99975,0.995,0.9852,0.24239,0.14249,0.77168,0.000275402,0.000275402,0.000275402
1076,9383.88,0.40252,0.21202,0.79397,0.9987,0.99976,0.995,0.98457,0.24507,0.14381,0.77207,0.000275111,0.000275111,0.000275111
1077,9392.68,0.38319,0.20282,0.78536,0.9987,0.99989,0.995,0.98397,0.24859,0.14518,0.77257,0.000274819,0.000274819,0.000274819
1078,9399.67,0.39094,0.22484,0.79439,0.99878,0.99997,0.995,0.98388,0.2499,0.14536,0.77286,0.000274528,0.000274528,0.000274528
1079,9407.49,0.364,0.20093,0.75128,0.99892,0.99981,0.995,0.98405,0.24898,0.14581,0.77282,0.000274237,0.000274237,0.000274237
1080,9414.34,0.37902,0.20524,0.78925,0.99891,0.9998,0.995,0.98314,0.25081,0.14637,0.773,0.000273946,0.000273946,0.000273946
1081,9424.8,0.36247,0.19541,0.78748,0.99899,0.99991,0.995,0.98408,0.24946,0.14526,0.77295,0.000273655,0.000273655,0.000273655
1082,9432.38,0.38435,0.20993,0.78702,0.99901,0.99993,0.995,0.98527,0.24586,0.14432,0.77258,0.000273364,0.000273364,0.000273364
1083,9440.84,0.37046,0.20464,0.7894,0.999,1,0.995,0.98559,0.24468,0.14359,0.77225,0.000273073,0.000273073,0.000273073
1084,9449.27,0.37888,0.20043,0.79006,0.99886,1,0.995,0.98517,0.24643,0.1435,0.77227,0.000272782,0.000272782,0.000272782
1085,9460.07,0.35875,0.1967,0.78629,0.99885,1,0.995,0.98503,0.24522,0.14349,0.77212,0.000272491,0.000272491,0.000272491
1086,9469.38,0.40036,0.20989,0.7911,0.99878,1,0.995,0.98501,0.24538,0.14383,0.77232,0.0002722,0.0002722,0.0002722
1087,9477.9,0.37173,0.19782,0.79411,0.99872,1,0.995,0.98634,0.24105,0.14227,0.77209,0.000271909,0.000271909,0.000271909
1088,9487.88,0.33604,0.18509,0.75265,0.99877,1,0.995,0.98582,0.24053,0.14219,0.77217,0.000271618,0.000271618,0.000271618
1089,9496.38,0.37952,0.20459,0.79429,0.99885,1,0.995,0.98565,0.24175,0.14166,0.77223,0.000271327,0.000271327,0.000271327
1090,9504.04,0.38701,0.19841,0.79301,0.99888,1,0.995,0.9858,0.24044,0.14049,0.77216,0.000271036,0.000271036,0.000271036
1091,9514.81,0.34854,0.19078,0.78898,0.99895,1,0.995,0.98608,0.23573,0.13959,0.77185,0.000270745,0.000270745,0.000270745
1092,9525.22,0.34071,0.18799,0.79303,0.99892,1,0.995,0.9856,0.2365,0.14035,0.77197,0.000270454,0.000270454,0.000270454
1093,9533.62,0.33534,0.18692,0.78847,0.99887,1,0.995,0.98572,0.23849,0.14051,0.7723,0.000270162,0.000270162,0.000270162
1094,9541.64,0.34501,0.19387,0.78964,0.99884,1,0.995,0.98519,0.23808,0.14053,0.77214,0.000269871,0.000269871,0.000269871
1095,9549.27,0.36079,0.19729,0.7862,0.99878,1,0.995,0.98512,0.2404,0.14088,0.77222,0.00026958,0.00026958,0.00026958
1096,9557.81,0.35663,0.18891,0.79359,0.99876,1,0.995,0.98519,0.23932,0.13988,0.77202,0.000269289,0.000269289,0.000269289
1097,9566.58,0.37525,0.20378,0.79499,0.99883,1,0.995,0.9859,0.2398,0.14058,0.77214,0.000268998,0.000268998,0.000268998
1098,9574.92,0.35214,0.19012,0.78696,0.99886,1,0.995,0.98506,0.24237,0.14201,0.77219,0.000268707,0.000268707,0.000268707
1099,9585.19,0.34714,0.1869,0.79298,0.99886,1,0.995,0.98468,0.24162,0.14216,0.77208,0.000268416,0.000268416,0.000268416
1100,9593.06,0.40175,0.21156,0.78965,0.99889,1,0.995,0.98388,0.23879,0.14126,0.77163,0.000268125,0.000268125,0.000268125
1101,9600.97,0.3745,0.20466,0.77937,0.9989,1,0.995,0.98357,0.23964,0.1412,0.7717,0.000267834,0.000267834,0.000267834
1102,9610.19,0.36587,0.19499,0.7875,0.99883,1,0.995,0.98436,0.2384,0.14117,0.77167,0.000267543,0.000267543,0.000267543
1103,9619.23,0.33733,0.18529,0.79112,0.99882,1,0.995,0.98529,0.23677,0.14042,0.77165,0.000267252,0.000267252,0.000267252
1104,9627.99,0.35841,0.19523,0.787,0.99881,1,0.995,0.98458,0.2396,0.14105,0.77193,0.000266961,0.000266961,0.000266961
1105,9637.18,0.34606,0.18561,0.79494,0.99886,1,0.995,0.98459,0.24003,0.14037,0.77217,0.00026667,0.00026667,0.00026667
1106,9645.29,0.38013,0.20138,0.79882,0.99883,1,0.995,0.9859,0.23914,0.14044,0.77217,0.000266379,0.000266379,0.000266379
1107,9654.21,0.3533,0.19203,0.79619,0.99885,1,0.995,0.98628,0.24011,0.14157,0.77249,0.000266088,0.000266088,0.000266088
1108,9663.14,0.35533,0.19361,0.78818,0.99888,1,0.995,0.985,0.24112,0.14221,0.77248,0.000265797,0.000265797,0.000265797
1109,9672.78,0.34917,0.18889,0.79601,0.99868,1,0.995,0.98511,0.24253,0.14306,0.77247,0.000265506,0.000265506,0.000265506
1110,9681.33,0.36559,0.20022,0.78873,0.99868,1,0.995,0.98542,0.2421,0.14324,0.77236,0.000265214,0.000265214,0.000265214
1111,9690.5,0.34456,0.19025,0.78711,0.99871,1,0.995,0.98546,0.24016,0.14195,0.77222,0.000264923,0.000264923,0.000264923
1112,9698.46,0.34735,0.19052,0.74387,0.99878,1,0.995,0.98509,0.23877,0.14137,0.77206,0.000264632,0.000264632,0.000264632
1113,9707.11,0.3325,0.18733,0.79502,0.99881,1,0.995,0.9849,0.23887,0.14118,0.77192,0.000264341,0.000264341,0.000264341
1114,9715.36,0.34359,0.18868,0.78772,0.99883,1,0.995,0.98568,0.2383,0.14049,0.77195,0.00026405,0.00026405,0.00026405
1115,9722.9,0.36383,0.20063,0.78767,0.99877,1,0.995,0.98673,0.2363,0.13967,0.77182,0.000263759,0.000263759,0.000263759
1116,9731.66,0.38998,0.21074,0.78717,0.99871,0.99999,0.995,0.98645,0.23673,0.13928,0.77186,0.000263468,0.000263468,0.000263468
1117,9740.99,0.34369,0.22258,0.79505,0.99876,1,0.995,0.98639,0.23861,0.14069,0.77214,0.000263177,0.000263177,0.000263177
1118,9749.43,0.35837,0.19741,0.78787,0.99869,1,0.995,0.98598,0.23815,0.14062,0.77201,0.000262886,0.000262886,0.000262886
1119,9757.04,0.34865,0.19098,0.78687,0.99872,1,0.995,0.98646,0.23612,0.13956,0.77184,0.000262595,0.000262595,0.000262595
1120,9764.96,0.38962,0.20863,0.78816,0.99868,1,0.995,0.98617,0.23511,0.13937,0.77194,0.000262304,0.000262304,0.000262304
1121,9773.13,0.34139,0.18907,0.79137,0.9988,1,0.995,0.98655,0.23529,0.13966,0.7722,0.000262013,0.000262013,0.000262013
1122,9781.72,0.33792,0.18988,0.78046,0.99867,1,0.995,0.9873,0.2356,0.1396,0.77216,0.000261722,0.000261722,0.000261722
1123,9789.21,0.37413,0.20064,0.7933,0.99876,1,0.995,0.98718,0.23644,0.13909,0.77217,0.000261431,0.000261431,0.000261431
1124,9800.74,0.32609,0.18012,0.79047,0.99868,1,0.995,0.98661,0.23682,0.13945,0.7722,0.00026114,0.00026114,0.00026114
1125,9810.09,0.37897,0.19951,0.80642,0.99873,1,0.995,0.98797,0.23624,0.13981,0.77209,0.000260849,0.000260849,0.000260849
1126,9820.55,0.35557,0.19304,0.78558,0.99868,1,0.995,0.98789,0.23673,0.13889,0.77215,0.000260557,0.000260557,0.000260557
1127,9828.86,0.3726,0.20013,0.78702,0.99875,1,0.995,0.98787,0.23576,0.13866,0.77194,0.000260266,0.000260266,0.000260266
1128,9837.22,0.37676,0.20335,0.79082,0.9988,1,0.995,0.9875,0.23513,0.13868,0.7717,0.000259975,0.000259975,0.000259975
1129,9845.48,0.35179,0.19548,0.78421,0.99874,1,0.995,0.98745,0.23455,0.13829,0.77143,0.000259684,0.000259684,0.000259684
1130,9852.42,0.36596,0.20371,0.78883,0.99871,1,0.995,0.98693,0.23359,0.13872,0.77127,0.000259393,0.000259393,0.000259393
1131,9862.36,0.32246,0.17802,0.75145,0.99871,1,0.995,0.98684,0.23188,0.13744,0.77106,0.000259102,0.000259102,0.000259102
1132,9870.79,0.3494,0.19295,0.79479,0.99893,1,0.995,0.9868,0.23229,0.13695,0.77093,0.000258811,0.000258811,0.000258811
1133,9880.84,0.37728,0.20194,0.78679,0.99873,1,0.995,0.98722,0.23379,0.13732,0.77125,0.00025852,0.00025852,0.00025852
1134,9888.8,0.35885,0.19519,0.7921,0.9987,1,0.995,0.98723,0.2339,0.13788,0.77149,0.000258229,0.000258229,0.000258229
1135,9896.45,0.34351,0.18921,0.78626,0.99871,1,0.995,0.98744,0.23332,0.13714,0.77135,0.000257938,0.000257938,0.000257938
1136,9905.79,0.34863,0.19064,0.79917,0.99868,1,0.995,0.98717,0.23339,0.13625,0.77137,0.000257647,0.000257647,0.000257647
1137,9915.13,0.34366,0.19007,0.78737,0.99861,1,0.995,0.98712,0.23501,0.13717,0.7716,0.000257356,0.000257356,0.000257356
1138,9923.93,0.35669,0.19613,0.79615,0.99859,1,0.995,0.98693,0.23593,0.13781,0.77173,0.000257065,0.000257065,0.000257065
1139,9933.99,0.33929,0.18669,0.79422,0.99862,1,0.995,0.98675,0.23469,0.13852,0.77157,0.000256774,0.000256774,0.000256774
1140,9942.23,0.36805,0.19989,0.78705,0.99857,1,0.995,0.98647,0.23432,0.13849,0.77165,0.000256483,0.000256483,0.000256483
1141,9951.03,0.35161,0.20053,0.79055,0.99852,1,0.995,0.98702,0.23497,0.13963,0.77157,0.000256192,0.000256192,0.000256192
1142,9960.86,0.35744,0.19617,0.7931,0.99846,1,0.995,0.98729,0.23423,0.13911,0.77133,0.000255901,0.000255901,0.000255901
1143,9970.68,0.34059,0.18948,0.79339,0.99842,1,0.995,0.98754,0.2336,0.13905,0.77124,0.000255609,0.000255609,0.000255609
1144,9979.14,0.33409,0.18789,0.78747,0.99848,1,0.995,0.9876,0.23188,0.13908,0.77112,0.000255318,0.000255318,0.000255318
1145,9988.06,0.34968,0.20289,0.79907,0.99847,1,0.995,0.98744,0.23267,0.13951,0.77133,0.000255027,0.000255027,0.000255027
1146,9995.89,0.37795,0.19943,0.79145,0.99851,1,0.995,0.98705,0.23321,0.13826,0.77158,0.000254736,0.000254736,0.000254736
1147,10002.6,0.36147,0.20034,0.79137,0.99858,1,0.995,0.98696,0.23217,0.13896,0.77146,0.000254445,0.000254445,0.000254445
1148,10012.1,0.34204,0.18786,0.78495,0.99864,1,0.995,0.9872,0.23269,0.13946,0.77147,0.000254154,0.000254154,0.000254154
1149,10020.2,0.3663,0.19816,0.80475,0.9988,1,0.995,0.98768,0.23261,0.13901,0.77149,0.000253863,0.000253863,0.000253863
1150,10029.3,0.36509,0.19744,0.79111,0.99878,1,0.995,0.98764,0.23247,0.13853,0.77144,0.000253572,0.000253572,0.000253572
1151,10037.6,0.34496,0.18811,0.78927,0.99879,1,0.995,0.98759,0.23263,0.13894,0.77136,0.000253281,0.000253281,0.000253281
1152,10044.6,0.36258,0.19693,0.78699,0.99881,1,0.995,0.9878,0.23244,0.14005,0.77137,0.00025299,0.00025299,0.00025299
1153,10055.2,0.35753,0.19481,0.79356,0.99883,1,0.995,0.98779,0.23204,0.13941,0.77146,0.000252699,0.000252699,0.000252699
1154,10064.8,0.33187,0.18636,0.78267,0.99908,1,0.995,0.98713,0.23438,0.1394,0.77175,0.000252408,0.000252408,0.000252408
1155,10074.2,0.36096,0.1957,0.78717,0.99894,1,0.995,0.98688,0.23538,0.14015,0.7718,0.000252117,0.000252117,0.000252117
1156,10083.4,0.36009,0.2187,0.79699,0.99889,1,0.995,0.98698,0.23573,0.13978,0.77184,0.000251826,0.000251826,0.000251826
1157,10091.8,0.35104,0.19247,0.7867,0.99884,1,0.995,0.98788,0.2356,0.13967,0.77174,0.000251535,0.000251535,0.000251535
1158,10099.6,0.36726,0.19875,0.78785,0.99896,1,0.995,0.98725,0.23353,0.13879,0.77156,0.000251244,0.000251244,0.000251244
1159,10107.2,0.36576,0.19817,0.78828,0.99889,1,0.995,0.98667,0.23408,0.13917,0.77179,0.000250953,0.000250953,0.000250953
1160,10116,0.35075,0.19078,0.78538,0.99889,1,0.995,0.98632,0.23506,0.14015,0.77189,0.000250661,0.000250661,0.000250661
1161,10124.7,0.36457,0.19682,0.7921,0.99879,1,0.995,0.98764,0.23437,0.14036,0.77186,0.00025037,0.00025037,0.00025037
1162,10133.2,0.36347,0.19552,0.7866,0.9988,1,0.995,0.98722,0.23481,0.14054,0.7721,0.000250079,0.000250079,0.000250079
1163,10143.5,0.33896,0.19271,0.78788,0.99891,1,0.995,0.98753,0.23517,0.14035,0.77212,0.000249788,0.000249788,0.000249788
1164,10152.5,0.31879,0.17974,0.7524,0.99881,1,0.995,0.98689,0.23435,0.14008,0.772,0.000249497,0.000249497,0.000249497
1165,10159.5,0.37743,0.20062,0.79951,0.99901,1,0.995,0.98768,0.2313,0.13931,0.77184,0.000249206,0.000249206,0.000249206
1166,10169.5,0.34488,0.19119,0.79009,0.99901,1,0.995,0.98833,0.22999,0.139,0.77173,0.000248915,0.000248915,0.000248915
1167,10180.4,0.3381,0.19687,0.78125,0.99904,1,0.995,0.98789,0.22947,0.13871,0.77169,0.000248624,0.000248624,0.000248624
1168,10188.8,0.33883,0.19175,0.79228,0.99891,1,0.995,0.98749,0.22891,0.13833,0.77159,0.000248333,0.000248333,0.000248333
1169,10197.2,0.36714,0.19582,0.78982,0.99897,1,0.995,0.9881,0.22825,0.13839,0.77142,0.000248042,0.000248042,0.000248042
1170,10206.5,0.39266,0.21012,0.79168,0.99916,1,0.995,0.98844,0.23264,0.13923,0.77164,0.000247751,0.000247751,0.000247751
1171,10215.4,0.3573,0.2061,0.79505,0.99915,1,0.995,0.98826,0.2322,0.13989,0.77165,0.00024746,0.00024746,0.00024746
1172,10224.5,0.35704,0.19278,0.78207,0.99898,1,0.995,0.98829,0.23218,0.14023,0.77173,0.000247169,0.000247169,0.000247169
1173,10233.1,0.36718,0.20225,0.79326,0.99891,1,0.995,0.98817,0.23274,0.14003,0.77175,0.000246878,0.000246878,0.000246878
1174,10241.9,0.34731,0.18699,0.78834,0.99866,1,0.995,0.98768,0.23095,0.13861,0.77165,0.000246587,0.000246587,0.000246587
1175,10250.7,0.36594,0.19843,0.78826,0.99869,1,0.995,0.98887,0.22921,0.13839,0.77155,0.000246296,0.000246296,0.000246296
1176,10260.6,0.321,0.49372,0.74833,0.99874,1,0.995,0.98865,0.22895,0.13811,0.77144,0.000246004,0.000246004,0.000246004
1177,10269.4,0.33402,0.19119,0.79276,0.99876,1,0.995,0.98831,0.22971,0.13808,0.7714,0.000245713,0.000245713,0.000245713
1178,10279.4,0.31587,0.17826,0.78602,0.99876,1,0.995,0.98822,0.22843,0.13678,0.77119,0.000245422,0.000245422,0.000245422
1179,10288.4,0.33373,0.18403,0.78534,0.99872,1,0.995,0.98867,0.22815,0.13601,0.77118,0.000245131,0.000245131,0.000245131
1180,10296.4,0.34075,0.19014,0.78333,0.9989,1,0.995,0.98799,0.22826,0.13576,0.77119,0.00024484,0.00024484,0.00024484
1181,10303.8,0.35177,0.19939,0.78746,0.99889,1,0.995,0.98846,0.2293,0.13581,0.77142,0.000244549,0.000244549,0.000244549
1182,10314.4,0.33704,0.1874,0.79336,0.99866,1,0.995,0.98837,0.22976,0.13588,0.77153,0.000244258,0.000244258,0.000244258
1183,10321.2,0.35598,0.19595,0.78724,0.99862,1,0.995,0.98808,0.23101,0.13653,0.77153,0.000243967,0.000243967,0.000243967
1184,10331,0.34654,0.19236,0.7871,0.9986,1,0.995,0.98793,0.23031,0.13677,0.77137,0.000243676,0.000243676,0.000243676
1185,10339.1,0.35778,0.196,0.79249,0.99854,1,0.995,0.98798,0.22922,0.13607,0.77118,0.000243385,0.000243385,0.000243385
1186,10348.9,0.32804,0.18938,0.79164,0.99859,1,0.995,0.98814,0.22854,0.13608,0.77109,0.000243094,0.000243094,0.000243094
1187,10357.1,0.33655,0.1904,0.78884,0.99877,1,0.995,0.98823,0.22981,0.13612,0.77129,0.000242803,0.000242803,0.000242803
1188,10366.3,0.32743,0.18128,0.75159,0.99875,1,0.995,0.98799,0.23069,0.13592,0.7713,0.000242512,0.000242512,0.000242512
1189,10376.1,0.33513,0.18468,0.78777,0.99882,1,0.995,0.98866,0.22964,0.13546,0.77121,0.000242221,0.000242221,0.000242221
1190,10384.6,0.37082,0.19956,0.78624,0.99879,1,0.995,0.98887,0.22778,0.13555,0.77125,0.00024193,0.00024193,0.00024193
1191,10393.6,0.34902,0.19007,0.78197,0.99874,1,0.995,0.98847,0.22782,0.13561,0.77119,0.000241639,0.000241639,0.000241639
1192,10402,0.3685,0.19481,0.80158,0.99881,1,0.995,0.98803,0.22689,0.13611,0.77117,0.000241348,0.000241348,0.000241348
1193,10409.4,0.36044,0.19543,0.78793,0.99866,1,0.995,0.98875,0.22589,0.13644,0.7709,0.000241056,0.000241056,0.000241056
1194,10417.9,0.38419,0.20569,0.79159,0.99862,1,0.995,0.98942,0.22651,0.1363,0.77096,0.000240765,0.000240765,0.000240765
1195,10427.6,0.33769,0.19123,0.78341,0.99862,1,0.995,0.98917,0.22634,0.13657,0.7709,0.000240474,0.000240474,0.000240474
1196,10436,0.36043,0.19697,0.78596,0.99862,1,0.995,0.9888,0.22641,0.13642,0.771,0.000240183,0.000240183,0.000240183
1197,10445,0.34644,0.1903,0.79031,0.99865,1,0.995,0.98847,0.22721,0.1363,0.77117,0.000239892,0.000239892,0.000239892
1198,10453.5,0.35105,0.20619,0.79712,0.99869,1,0.995,0.98837,0.22858,0.13671,0.77127,0.000239601,0.000239601,0.000239601
1199,10462.6,0.33614,0.18673,0.79241,0.99867,1,0.995,0.98842,0.22834,0.13685,0.77139,0.00023931,0.00023931,0.00023931
1200,10470.9,0.34624,0.19056,0.78569,0.99859,1,0.995,0.98863,0.22747,0.13669,0.77146,0.000239019,0.000239019,0.000239019
1201,10480.1,0.32753,0.18527,0.77925,0.99863,1,0.995,0.98826,0.22693,0.13617,0.77134,0.000238728,0.000238728,0.000238728
1202,10488.1,0.34427,0.18931,0.78219,0.99863,0.99993,0.995,0.98885,0.22805,0.13595,0.77134,0.000238437,0.000238437,0.000238437
1203,10496.1,0.34891,0.18861,0.77853,0.99858,0.99977,0.995,0.98928,0.22754,0.13635,0.77118,0.000238146,0.000238146,0.000238146
1204,10505.6,0.34841,0.18925,0.78588,0.99853,0.99965,0.995,0.98897,0.22768,0.13562,0.77119,0.000237855,0.000237855,0.000237855
1205,10515.1,0.34104,0.19067,0.78189,0.99855,0.99964,0.995,0.98859,0.22731,0.13516,0.77112,0.000237564,0.000237564,0.000237564
1206,10523.4,0.32579,0.18209,0.75042,0.99868,0.99963,0.995,0.98881,0.22604,0.13481,0.77094,0.000237273,0.000237273,0.000237273
1207,10531.2,0.35334,0.18998,0.79005,0.99875,0.99965,0.995,0.989,0.2259,0.13528,0.77091,0.000236982,0.000236982,0.000236982
1208,10539.7,0.33753,0.18776,0.77631,0.99873,0.99969,0.995,0.98818,0.22507,0.13526,0.77082,0.000236691,0.000236691,0.000236691
1209,10550.8,0.32422,0.18162,0.78677,0.99885,0.99997,0.995,0.98796,0.22589,0.13516,0.77092,0.0002364,0.0002364,0.0002364
1210,10559.4,0.33406,0.18509,0.79316,0.99877,0.99989,0.995,0.98809,0.22618,0.1343,0.77085,0.000236108,0.000236108,0.000236108
1211,10571.3,0.32961,0.18575,0.78557,0.9988,0.99984,0.995,0.98905,0.2244,0.13376,0.7707,0.000235817,0.000235817,0.000235817
1212,10579.8,0.34052,0.18788,0.78788,0.99884,0.99983,0.995,0.98853,0.2244,0.13404,0.77072,0.000235526,0.000235526,0.000235526
1213,10587.8,0.35757,0.19393,0.78824,0.9988,0.99982,0.995,0.98849,0.22445,0.13377,0.77051,0.000235235,0.000235235,0.000235235
1214,10596.8,0.33643,0.18885,0.7885,0.99876,0.9999,0.995,0.98831,0.22305,0.13359,0.77037,0.000234944,0.000234944,0.000234944
1215,10605.9,0.30728,0.17657,0.7397,0.99873,0.99994,0.995,0.9884,0.22252,0.13312,0.77027,0.000234653,0.000234653,0.000234653
1216,10614.3,0.36059,0.19728,0.79086,0.9988,1,0.995,0.98834,0.22288,0.13353,0.77019,0.000234362,0.000234362,0.000234362
1217,10621.9,0.41339,0.2123,0.79727,0.99875,0.99988,0.995,0.989,0.2212,0.13408,0.76999,0.000234071,0.000234071,0.000234071
1218,10632.8,0.33491,0.18739,0.7943,0.99883,1,0.995,0.9894,0.22088,0.13423,0.77002,0.00023378,0.00023378,0.00023378
1219,10642.9,0.31975,0.18229,0.78332,0.99885,0.99995,0.995,0.98904,0.22266,0.13508,0.77005,0.000233489,0.000233489,0.000233489
1220,10653.3,0.31349,0.17785,0.78637,0.99866,0.99994,0.995,0.98866,0.22384,0.13563,0.77016,0.000233198,0.000233198,0.000233198
1221,10661.2,0.33591,0.19133,0.78416,0.99873,1,0.995,0.98907,0.22244,0.13535,0.76993,0.000232907,0.000232907,0.000232907
1222,10669.6,0.33396,0.18767,0.7505,0.99874,1,0.995,0.9891,0.22149,0.13471,0.76982,0.000232616,0.000232616,0.000232616
1223,10678.4,0.33567,0.18827,0.78828,0.99871,1,0.995,0.98887,0.22266,0.13471,0.76992,0.000232325,0.000232325,0.000232325
1224,10687.9,0.31593,0.17894,0.79197,0.99867,1,0.995,0.98956,0.22272,0.13435,0.76996,0.000232034,0.000232034,0.000232034
1225,10697.7,0.33636,0.18244,0.78441,0.99873,1,0.995,0.98957,0.22076,0.13383,0.76984,0.000231743,0.000231743,0.000231743
1226,10707.2,0.35548,0.19435,0.81613,0.99856,1,0.995,0.98931,0.21902,0.13346,0.76966,0.000231451,0.000231451,0.000231451
1227,10716.8,0.34607,0.18701,0.7935,0.9986,1,0.995,0.98911,0.22075,0.13378,0.76987,0.00023116,0.00023116,0.00023116
1228,10725.6,0.34262,0.19065,0.78062,0.99864,1,0.995,0.9885,0.2224,0.13472,0.77016,0.000230869,0.000230869,0.000230869
1229,10735.4,0.3224,0.17898,0.79793,0.99851,1,0.995,0.98807,0.22192,0.13391,0.77008,0.000230578,0.000230578,0.000230578
1230,10742.5,0.36465,0.19995,0.78042,0.99849,1,0.995,0.98857,0.2222,0.13357,0.77008,0.000230287,0.000230287,0.000230287
1231,10752,0.36479,0.19184,0.80325,0.99845,1,0.995,0.9886,0.22119,0.13265,0.77011,0.000229996,0.000229996,0.000229996
1232,10761.1,0.33836,0.18717,0.78432,0.99859,1,0.995,0.98906,0.2207,0.13305,0.77018,0.000229705,0.000229705,0.000229705
1233,10770.1,0.32382,0.18024,0.75088,0.99858,1,0.995,0.98982,0.22012,0.13296,0.77008,0.000229414,0.000229414,0.000229414
1234,10779.8,0.33326,0.18504,0.78779,0.9986,1,0.995,0.9896,0.21993,0.13278,0.77011,0.000229123,0.000229123,0.000229123
1235,10788.4,0.33914,0.18881,0.78166,0.99864,1,0.995,0.99006,0.21926,0.13337,0.76996,0.000228832,0.000228832,0.000228832
1236,10799.1,0.32917,0.18416,0.78656,0.9987,1,0.995,0.98995,0.21799,0.13318,0.76981,0.000228541,0.000228541,0.000228541
1237,10807.3,0.32508,0.18036,0.79256,0.99872,1,0.995,0.98971,0.21841,0.13285,0.76996,0.00022825,0.00022825,0.00022825
1238,10815.6,0.33577,0.18255,0.78597,0.99867,1,0.995,0.98981,0.21917,0.13286,0.77005,0.000227959,0.000227959,0.000227959
1239,10825,0.31284,0.17581,0.79186,0.99862,1,0.995,0.98977,0.21851,0.13233,0.76995,0.000227668,0.000227668,0.000227668
1240,10835,0.33051,0.18185,0.79192,0.99863,1,0.995,0.98969,0.21901,0.13257,0.76997,0.000227377,0.000227377,0.000227377
1241,10843.1,0.36399,0.19485,0.79064,0.99864,1,0.995,0.98974,0.21781,0.1318,0.76989,0.000227086,0.000227086,0.000227086
1242,10851.2,0.35372,0.19624,0.78673,0.99862,1,0.995,0.98962,0.21841,0.13211,0.76986,0.000226795,0.000226795,0.000226795
1243,10859.8,0.36449,0.19563,0.79087,0.99877,1,0.995,0.98879,0.21868,0.13254,0.76995,0.000226503,0.000226503,0.000226503
1244,10868.8,0.31208,0.17411,0.78103,0.99873,1,0.995,0.9886,0.219,0.1328,0.77003,0.000226212,0.000226212,0.000226212
1245,10878,0.3229,0.1831,0.78759,0.99871,1,0.995,0.989,0.21785,0.13267,0.76992,0.000225921,0.000225921,0.000225921
1246,10886.4,0.39087,0.20596,0.7832,0.99876,1,0.995,0.98912,0.21756,0.13239,0.76996,0.00022563,0.00022563,0.00022563
1247,10894.7,0.35499,0.19174,0.78651,0.99881,1,0.995,0.98895,0.219,0.13157,0.77006,0.000225339,0.000225339,0.000225339
1248,10905.4,0.33045,0.1839,0.79153,0.99887,1,0.995,0.9892,0.21944,0.13136,0.7701,0.000225048,0.000225048,0.000225048
1249,10915.2,0.36905,0.19083,0.80752,0.99889,1,0.995,0.98816,0.21994,0.13163,0.77022,0.000224757,0.000224757,0.000224757
1250,10924.3,0.3357,0.18367,0.78264,0.99891,1,0.995,0.98885,0.21711,0.1312,0.77009,0.000224466,0.000224466,0.000224466
1251,10931.6,0.33952,0.18674,0.78411,0.9989,1,0.995,0.98922,0.21551,0.13009,0.77,0.000224175,0.000224175,0.000224175
1252,10941.2,0.3446,0.18313,0.78785,0.99878,1,0.995,0.9891,0.21486,0.12984,0.76995,0.000223884,0.000223884,0.000223884
1253,10950.5,0.34126,0.18783,0.78355,0.99885,1,0.995,0.98955,0.21479,0.1297,0.76998,0.000223593,0.000223593,0.000223593
1254,10958.4,0.32515,0.18002,0.78708,0.99886,1,0.995,0.98933,0.21521,0.13,0.76986,0.000223302,0.000223302,0.000223302
1255,10967.6,0.32648,0.17671,0.75187,0.99889,1,0.995,0.98889,0.2166,0.13051,0.76997,0.000223011,0.000223011,0.000223011
1256,10978.4,0.31724,0.17648,0.7905,0.99893,1,0.995,0.98928,0.21806,0.13098,0.77019,0.00022272,0.00022272,0.00022272
1257,10987.7,0.3629,0.1938,0.79361,0.99902,1,0.995,0.9896,0.2193,0.13157,0.77029,0.000222429,0.000222429,0.000222429
1258,10998,0.33614,0.18296,0.79397,0.999,1,0.995,0.98998,0.21866,0.13137,0.77039,0.000222138,0.000222138,0.000222138
1259,11006.7,0.32506,0.18145,0.79014,0.99893,1,0.995,0.98962,0.21829,0.13113,0.77043,0.000221847,0.000221847,0.000221847
1260,11014.8,0.35534,0.18985,0.78143,0.99881,1,0.995,0.98957,0.21668,0.13052,0.77021,0.000221555,0.000221555,0.000221555
1261,11023.1,0.33643,0.1819,0.78965,0.99874,1,0.995,0.99046,0.21443,0.13033,0.76992,0.000221264,0.000221264,0.000221264
1262,11032.3,0.33731,0.1871,0.79062,0.99874,1,0.995,0.99068,0.21373,0.1307,0.76981,0.000220973,0.000220973,0.000220973
1263,11040.1,0.36373,0.19822,0.78656,0.99873,1,0.995,0.99069,0.21379,0.13064,0.7698,0.000220682,0.000220682,0.000220682
1264,11048.2,0.36535,0.19749,0.79995,0.99878,1,0.995,0.99025,0.2136,0.13003,0.76976,0.000220391,0.000220391,0.000220391
1265,11056.5,0.33916,0.18864,0.79145,0.99885,1,0.995,0.99049,0.21413,0.13005,0.76992,0.0002201,0.0002201,0.0002201
